veracious;истинен, достоверен;honest and not telling or containing any lies;А veracious and trustworthy historian.
verbose;прекалено многословен;using or containing more words than are necessary;A verbose explanation.
viable;жизнеспособен;able to exist, perform as intended, or succeed;The company had to seek other ways to remain viable.
viscous;гъсто течен, лепкав;"thick and sticky; not flowing easily";A viscous honey.
vituperative;критичен и обвиняващ;spoken or written attack, full of angry criticism:;The Wallstreet Journal wrote a vituperative report about their startup.
volatile;непостоянен, избухлив;easily likely to change fast;Viola has a volatile character: he could become pissed off almost instantly!
warranted;подсигурен, гарантиран;to make a particular action necessary or correct, or to be a reason to do something;With such a heavy injury, an operation for his leg was warranted.
wary;предпазлив, недоверчив;careful because you do not completely trust someone or something or are not certain about what you should do;A company of wary managers which were very careful no not let something leak out.
welter;"бъркотия; въргалям се";a large number of things in confusion or disorder;The report was issued amid a welter of conflicting evidence.
whimsical;своебразен, с въображение;unusual and using imagination;A whimsical pink picture of a modern hipster with a hatchet and a laptop.
zealot;фанатик;a person who has very strong opinions about something, and tries to make other people have them too;Scarlet Zealot: A religious zealot!
affectation;преструвка;behaviour or speech that is not sincere;He showed the affectation as if he was hurt a lot by his words.
advocate;проповядвам;publicly recommend or support;He advocated for legalizing marijuana.
aggrandize;възеличавам;[a-grand-ize]: to make someone more powerful or important;The grandfather always aggrandized the inferior life of his son.
amenable;послушен;willing to accept or be influenced by a suggestion;The amenable boy was a perfect candidate to become a priest in the monastery.
anoint;помазвам, богопомазвам;"[an-oint]: to choose someone or something for a particular job or purpose; designate";God shed a drop of oil on the head of the annoyed Jesus, and annointed as the symbol of his new religion.
articulate;изразявам;[art-ticulate]: to explain in words, esp. to express something clearly:;I was able to articulate my thoughts clearly.
avarice ??????????;алчност;[a-var-rice]: greedy;He is so avaricious: he would take all the variable ice from Antarctica to sell it for money!
bening;доброкачествен;[be-nice]: not harmful and good;A benign tumor which can be removed safely.
biased;предубеден;showing an unreasonable preference or dislike based on personal opinion;The judge was biased against the black African-American.
brazen;безсрамен, показен;[bra-zen]: something bad done without trying to hide it;А brazen robbery in the city centre during noon by girls in bras.
bucolic;селски, провинциален;[bu-colic]: селски, провинциален;The bucolic picture was full with bulls, cows and iconic village animals.
burgeon;цъфтя, процъфтявам;to develop or grow quickly;The surgeon had the burden to deal with the amazement of the burgeon of the girl.
calumny;клевета;[calumn-ny]: a statement about someone that is not true and is intended to damage the reputation;The column which has been written has been found not true, and named calumny and libel by the judge.
candid;откровен;[can-did]: truthful and honest;"""Did or could you kill the woman?"" - ""I CAN, and I DID!"" said the candid suspect!"
canon;правило, закон;a principle or law, or a set of thes;"""The first canon of war: always bring a canon when you go to war!"""
capacity;капацитет;the ability to do something in particular;She was speaking in her capacity as a judge, not as a citizen.
castigate;наказвам, порицавам;[cast-a-gate]: to criticize someone or something severely;He was castigated for his crime by being cast in a gate alive.
censure;критикувам, порицавам;[cen-sure]: strong criticism or disapproval;Are you sure you want to censure the ways of the police, young man? - asked the policeman.
chauvinist;националист, шувинист;[chau-vinist]: shoing an unreasonable belief that your own country or group is the best;Hitler was a chauvinist who put a great show named World War II.
chronological;хронологичен;[chrono-logical]: following the order in which a series of events happened;Give me the dates in chronological order.
coalesce ??;сливам;[coal-les-ce]: to combine into a single group or thing:;He coalesced all the different coals together in homogenous mixture inside a colorless container.
compelling;завладяващ;[com-pel]: forceful and persuasive;The bastard conquestor has made a completed his conquest with a compelling final move.
comprehensive;подробен;"[compreh-ensive]: including everything that is necessary; complete";The horse delivered a detailed and comprehensive report full of all details and dates why his owner fell off him that everyone could comprehend.
consequential;значим, важен;[con-sequential]: description of some significant or important results;The horse has has found a very important and consequential sequence of numbers.
construe ??????????;тълкувам;[cons-true]: to understand the meaning of something in a particular way;The horse saw this was true and can be interpreted as good or bad, but didn't know which meaning to construe.
consumption;консумация, потребление;using of goods and services;Consumption of electricity is always higher during the winter.
contend;"състезавам се; споря че";"to compete; to claim";"The horse said: ""I contend that a novel about horses should contend to tell a story and tell it well."""
contentious ??????????;спорен;causing or likely to cause disagreement;The horses have the tendency to start contentious discussions with their masters inside the tent.
copious;изобилен;"in large amounts; more than enough";He made copious amounts of copies for us of the dollar bills, so there was an abundence of them for us.
cosmopolitan;интернационален, около??;containing people and things from many different parts of the world;New York is a highly cosmopolitan city which has people from all around the world.
covet;ламтя;to want to have something very much, especially if it belongs to someone else;The congress always vetoed against the President who covetted for more and more power.
craft;"занаят; лукавство";skill in knowing how to do or make something, or a job or activity needing such skill;I watched him as he was doing his craft.
craft;транспортно средство;vehicle for travelling on water or through the air;Air craft, water craft, space craft.
credence;вяра;[crede-dence]: ?acceptance, support, or belief that something is true;He had full credence in the decency of his credit rating.
credulous ????;лековерен, вярва на всичко;[cred-u-lous]: showing too great a readiness to believe things;Credulous people read things in Facebook timeline and believe in them. Worse, they repost it.
deflect;отклонявам;to cause something to change direction, or to suddenly go in a different direction;Using his his shield as a protection, he deflected the laser ray which burned the tree sitting nearby.
deftness;сръчност;the quality of being skilful, clever, or quick;Despite being deaf, he has a definitive quickness and deftness with his hands and mind in the Parliament.
demur;възразявам;?to express disagreement or refusal to do something;They tried to demoraliza him and ordered him to quit, but he demurred to obey.
detachment;откъсване;"a group of soldiers who are separated from the main group; separation of a limb";Attachment is the glue between two limbs, detachment is the knife which cuts the the limb.
determinant;определящ;something that controls or affects what happens in a particular situation;Soil and climate are the main determinants of how land is used.
didactic ???????;нравоучителен, поучителен;intended to teach, or to improve morals by teaching;Dida always had very interesting and didacting stories from her critics, which you learned something new about morals.
diffident;стеснителен;[diff-ident]: shy and not confident of your abilities;He was no longer diffident, afraid  and claustrophobic, because he under a new personality with a new look.
dilettante;повърхностен;[dilet-tante]: who cultivates an area of interest, without real commitment or knowledge;Dante was remotely not dilettante when it came down to poetry.
dirge;погребална песен, панахида;a slow sad song or piece of music, sometimes played because someone has died;The dirge for the death of the boy.
discern;разичавам;to see, recognize, or understand something that is not clear;I could discern a figure in the darkness.
dispassionate;безпристрастен;[dis-passion-net]: not influenced by strong emotion, and so able to be rational and impartial;Even though the nude girl was this passionate and convincing, the judge remained fair and dispassionate.
disregard ?????;пренебрегвам, отхвърлям;lack of consideration;He couldn't disregard this important issue with regard to his wife.
dogma;принципи, кодекс от правила;a fixed belief or set of beliefs that people are expected to accept without any doubts;The dogma of the dog was simple: I don't bite if you don't provoke me.
eccentric;чудак;strange or unusual, sometimes in an amusing way;Eccentric behaviour is wonderful.
eloquent;убедителен, красноречив;expressing ideas clearly and well, so that they have a strong effect on others;Kennedy spoke with an eloquent voice and choice of words.
eminent;изтъкнат;famous and important;Eminem is an eminent rapper.
entitlement;право;feeling that you have the right to something, just because of who you are;People in San Francisco have a sense of entitlement.
equable;уравновесен, равномерен;not changing suddenly;He was equally able to keep a balanced and equable character even during the earthquake.
erroneous;погрешен;"based on false information and therefore wrong; false";An erronenous assumption that this was an erotic film.
eschew;отбягвам;[es-chew]: to avoid something intentionally, or to give up something;Apchew! - the german sneezed and the Jew eschewed him!
estimable;уважаван;?considered with respect;You cannot estimate how much estimable and respected you are for me!
exacting;взискателен;?[еxact-thing]: demanding a lot of effort, care, or attention;It must be perfect! It must be that exact thing!!! - said our exacting and demanding leader.
exigent;"неотложен; взискателен";[exi-gent]: needing urgent attention, or demanding too much from other people;The agent exited the CIA because there was an immediate and exigent problem to solve: his demanding and exigent directors have started the attack!
exonerate;оправдавам;state that someone or something is not to be blamed for something bad that happened;The honorable exorcist have been exonerated of the crime because he has been rated as not smart enough to commit the crime.
expatiate;впускам се в подробности;to speak or write about something in great detail or for a long time;The ex of Pat has started talking longly and especially with many details, expatiating their past relationship.
exposition;изложение;a large public exhibition of art or trade goods;His ex was at the exposition of Van Gogh's art in Amsterdam.
extraneous;неприсъщ;[extrane-ous]: not directly connected or related to a matter being considered;The extra nose and leg on the human was extraneous for a human.
explicate;обяснявам;to explain something in detail, especially a piece of writing or an idea;The ex has explained and explicated the book about cats to the audience.
extrapolate;предсказвам с данни;to guess or think about what might happen using information that is already known;Based on the current data, we can make extra predictions about how the trend will continue in future via extrapolation.
fallacious;погрешен;wrong, misled;The data in the research about fellacio is wrong, therefore making this research fallacious!
fastidious;претенциозен;extremely picky and critical of details, hard to please;"""Come on, tidy it fast!"" - he was fast to critize if the room was not tidy: what a fastidious person!"
fluctuate;варира;?to change or vary frequently between one level or thing and another;The price of the Franc fluctuates between 1.85 and 1.95 EUR per 1 Franc.
fortuitous ????;късметлийски;happening by chance;The fortuitous fort fortunately did not fall from the edge.
galvanize ??????;подстрекавам;to cause a person to suddenly take action, by shocking or exciting them in some way;He was galvanized by his friends to kidnap the girl in the van and drive away!
gauche;нетактичен;;"Gosho was very gauche and untactical to whistle after the hot lady: ""Oh my god, you are so untactical!"""
germane;уместен;connected with particular subject or situation and important to it;The Germans had placed their country's flag in a germane position, right in the centre of Europe.
glib ??????????;повърхностен, нагъл;speaking or spoken in a confident way, but without careful thought or honesty:;The way he the glib library was coded was cheeky and glib - he just wrote few functions on the surface.
hackneyed ????????;банален;used or said so often that it seems ordinary, meaningless, or not sincere;The hacker's eyes were dull and disinterested because he had seen many movies with this hackneyed plot.
hedonism;живот за кеф;behaving in ways that mean you get as much pleasure out of life as possible, according to the belief that the most important thing in life is to enjoy yourself;The father of Herod was a hedonist who never cared about the family and only about himself.
hierarchical;подреден по важност;arranged in ranks in order from the most to the least important;The tasks in the sprint were ordered in hierarchical structure.
ideological;на базата на идеи;based on or relating to a particular set of ideas or beliefs;They had deep ideological differences.
imminent;предстоящ;about to happen;He was  very excited about the next immediate and imminent intimate moments with the woman standing in front of him.
impediment;пречка;something that makes progress or movement difficult or impossible;The one inch of fake snow was a big impediment to skiing because there was a big snow ball on the circuit.
imprudence;безразсъдност;unwise, by failing to consider the likely results of your actions;Imprudence is failure to think about the possible results of something.
impudent;безсрамен, нахален;rude and not showing respect;The impudent man grabbed her breats while she was holding the puding.
inadvertent;непреднамерен;done or happening unintentionally;He made a an inadvertent mistake in the advertisement without a true intention to it.
inconclusive;незаключителен;"not giving or having a result or decision; uncertain";The evidence is inconclusive, and no arrest is warranted, so they couldn't lock up the suspect.
indebted;задължен;grateful to someone because of help that person has given you;For the courage and support, I am especially indebted to my husband.
indefatigable;неуморим;"[in-de-fatigue-able]: never becoming tired; always determined and energetic in trying to achieve something and never willing to admit defeat";In the meaning of becoming tired with fatigue, she was unable to be tired and undefatigable.
infer ??????;подразбирам;to reach an opinion from available facts;He devil has implied that he will burn in fire, so they inferred that he will go the Inferno.
ingenuous;наивен и искрен;[in-genu-ous]: honest, sincere, and trusting, sometimes in a way that seems silly;It's in his genes to be naieve and ingenuous, telling the people the truth.
disingenuous;неискрен, прикрит;"[dis-ingenuous]: slightly dishonest; not speaking the complete truth";For a compliment to be this ingenous,it actually has to be fake and disingenuous.
ingenious;изобретателен;[in-genious]: very intelligent and skilful, involving new ideas and methods;It must be something in the genes of this genius person, so he is so ingenious and can inventing new things.
inimical;враждебен, вреден;harmful or limiting;For economic reasons, rat poison is harmful and inimical to rats - its their enemy.
innocuous;безвреден;completely without harm;He killed the innocent child without doing harm to anyone else in an innocuous way.
inscrutable;загадъчен;unfathomable;For some secret and inscrutable reason, he has decided to use Scrum in his family while searching for the unfathomable phantom.
insular ?? || ???;"oстровен; ограничен; изолиран";"[in-sular]: island, isolated by water; person isolated by his own opinions and beliefs";Those old stubborn insular village people! Arrgh!
intensive;усилен;?needing or using great energy or effort;He was studying intensively, putting a lot of effort and energy in his learning.
emphatic;категоричен;[em-pha-sys]: strong and determined in speech or action, so that what is said or done gets attention;He put emphasis on his emphatic speech that we need to feel empathy towards different categories of people.
empathy;съпричастие;the ability to share someone else’s feelings or experiences by putting yourself in their shoes;He was able to feel as a part of the group, because he has walked the path in their shoes, feeling empathy for them.
intermediary;посредник;acting to arrange an agreement between people who are unable to communicate directly;The broker is an intermediary between the tenant and the landlord.
intimate;"личен; експертен";"expert and detailed; personal";He has intimate knowledge about the team's inner workings.
intransigent;"непроменяем; инат";refusing to change an opinion;He's so intrasigent, you have to put him in a state of trance in order to change his opinions!
intrepid;храбър;very brave and willing to risk being in dangerous situations;Intrepid is the name of the brave US Navy ship who remainted brave even when entrapped.
inveterable;непоправим;done as a habit and not likely to change;The desire to repair yourself when the wind blows against you is inveterable in war veterans.
invulnerable;неуязвим;impossible to damage or hurt in any way;He's unvunerable to any damage or hurt.
frivolity;лекомислие;foolish behavior, or something silly or unimportant:;Everyone has the free will to be filled with frivolity and to think lightly!
harassment;безпокоене;behavior that annoys or troubles someone;Harass was very intranquil while the police was searching his car, what a harassment!
laudable;похвален;deserving praise, even if there is little or no success;The commander gave him his rank 1 medal in a loud and laudable manner.
litigation;съдебен спор;the process of taking an argument between people or groups to a court of law;Litigation is the process of taking an argument to the court.
magnanimity;великодушие, опрощаване;[magna-animity]: generous and kind, esp. toward a competitor or enemy;Maximus had a such big heart that he forgave with magnanimity all his enemies after he has unanonimously defeated them.
maladroit;несръчен;[mal-droid]: awkward in movement or unskilled in behaviour or action;The little girl in the mall was unhandy and and maldroid with the clients who had problem with their Android.
malign;"обвинявам; злонамерение";to say things about someone or something that are harmful and usually not true;He maligned him that he was aligned with Nazis and that he was malign in his intentions to run for office.
malicious;злонамерен;?intending to cause harm, esp. by hurting someone’s feelings or reputation;Hitler's intentions were malicious and he wanted to do nothing but evil.
mendacity;лъжливост;untruthfulness;We are all living in mendacity, the city of the lying cows.
mercurial;променлив;changing suddenly and often;She was born under the sign of Mercury and her mercurial mood her change literally in a less than second.
modest;скромен;not large in size or amount, or not great in value;He lived in a small, not large, modest house.
monotony;еднообразие;boring sameness;Monique was bored by the monotony of listening of a tone which was only in one shape.
munificent;много щедър;very generous with money;Muni had a lot of money which he gave all away until the last cent in a munifcient donation to his university.
naive;наивен;ready to trust that's someone's intentions are good because of a lack of experience;But I will never be this naive again, no!
nascent;зараждащ се;in the earliest stages of development;Nas could sense the birth of new nascent battle when 50 cent first mentioned him in his lyrics.
neglect;оставям без грижа, пренебр.;[ne-gle-ct]: to fail to give needed care or attention to someone or something;The park was in a sorry state of neglect.
nonplussed;останал без ума и дума;surprised, confused, and not certain how to react;The guy was holding a plus and minus signs and dropped them both when he saw the secret twin of his sister he became nonplussed, not knowing what to do.
notoriety;скандална известност;the state of being famous for doing something, esp. something immoral or bad;The Notorious B.I.G. had a notoriety because he had been a part of many scandals.
nuance;нюанс;a quality of something that is not easy to notice but may be important;The nurse was showing a nuance of becoming from a good person to a bad person, which no one barely noticed.
obscure;"неизвестен; неясен; прикривам";unclear and difficult to understand or see;It's obscure and not clear what has happened with Obscura Lupa after that.
obstinate ?????;инат;[obst-inate]: unwilling to change your opinion or action despite persuation;The donkey remained obstinate to the efforts of his master trying to make it eat the tin.
occlude;запушвам, препречвам;to block something;The teeth must occlude each other fully when you take a bite.
occult;свръхестествен;relating to magical powers and activities, such as those of witchcraft and astrology;She joined the cult of occult people in OC who pretend that they have super natural powers granted to them.
offset;"компенсирам; отместване";to balance one influence against an opposing influence so that no great difference results;The higher wages were offset by higher rents, which did not change at all the official offset between poor and rich.
olfactory;обонятелен;connected with the ability to smell;After the incident she lost her olfactory sense of smell and she couldn't smell the disgusting smell of the old factory.
omniscience;всезнание;?the quality of having or seeming to have unlimited knowledge;Christians believe God is the only one who truly posseses omniscience.
opaque;"непрозрачен; непроницаем";"not allowing you to see through it; diffcult to understand";Window glass is transparent whereas wood is opaque. His poetry is opaque.
opportunism;искащ да изкара печалба от всяка ситуация;?behaviour in which you use every situation to try to get power or an advantage;With his opportunism, wanted to profit from any situation he is put in, be it good or bad.
outstrip;задминавам;to be or become greater than something or someone in amount, degree, or success;This particular stripper has outstripped all others in her speed and elegance, just like the top horse outstrips the other horses.
overshadow;засенчвам;to cause someone or something to seem less important or noticeable;His success was overshadowed by the fact that most of his friends have left him.
painstaking;усърден;very careful and needing a lot of attention;Making a watch is a painstaking activity requiring a lot of effort and pain.
partial;"частичен; пристрастни";having a particular preference or liking for someone or something;The court martial was a fiasco partially, because a partial amount of the jury was partial - they were passionately biased against the defender.
patent;очевиден;obvious;When you make a new invention, it's patent to everyone that you will patent it, so everyone can see it.
pedestrian;"обикновен; пешеходец";"showing little imagination; not interesting";He was a pedestrian person, working in a company, doing nothing with his life.
perfidy;коварство;behaviour that is not loyal;He put poison per each portion in the cake, breaking the faith of everyone with this guile move of perfidy.
peripheral;страничен;not central or of main importance;He was looking in front of him, but he was not paying attention per his sides - what was happening in his peripheral environments.
permeate;просмуквам;to spread through something and be present in every part of it;The bad bacteria had sucked in and permeated each part of the meat.
perseverance;постоянство;continued effort and determination;Perseverance overcomes almost everything, even nature.
peruse;преглеждам;read or inspect carefully in a careful way;He perused the documents which would be user per each use, then went to the doctor to be perused.
phenomena;явления;anything that is or can be experienced or felt, especially something unusual;The appearances of the phantoms has happened and it was dubbed as one of the rare phenomena in the castle.
pith;"същност; гръбн. мозък";the essence of something;А book that he considered contained the pith of all his work.
plastic;гъвкав;?soft enough to be shaped into different forms;The material was a soft and plastic enough to make a bendable stick out of it.
plausible;правдоподобен;"possibly true; able to be believed";He always made sure to have plausible arguments which would please any court similarly right.
plummet;летя надолу;to fall very quickly and suddenly;The plum from the plum tree plummetted towards the ground as if it was a Boeing which had lost his engines.
polarize;изострям, разединявам;to cause people in a group to have opposing positions;The debate about colonizing the polar pools have polarized both sides of the opposition.
polemical;спорен;strongly attacking or defending a particular opinion, person, idea, or set of beliefs;The next step was to find experts to write passionate and polemical pieces on each topic.
precede;предшествам;to be or go before someone or something in time or space;The radio preceded the television.
prescient;предварително знаещ;knowing or suggesting correctly what will happen in the future;Presiana knew in advance and was prescient that she would receive a gift.
prevail;надделявам;to be accepted among a large number of people, with a position of control and influence;My will has prevailed.
profligate ??????;прахоснически;recklessly extravagant or wasteful in the use of resources;Profligate spending.
prospective;предстоящ, вероятен;possible;There were offers from several prospective buyers.
qualification;компетентност;knowledge, or skill  that gives a person the ability or the right to do or have something;Some nursing experience is a necessary qualification for this job.
quotidian ??????;ежедневен, обикновен;"occurring every day; ordinary.";Television has become part of our quotidian existence.
rationalize;придавам смисъл, оправдавам;to create a reason, explanation, or excuse for something;You can rationalize your way out of anything.
reconcile ??????;"помирявам; балансирам; съединявам";to adjust the way you think about a fact or situation that is opposed to another so that you can accept both:;How do we reconcile the seemingly contradictory notions of cutting taxes and balancing the budget?
taciturn ??;мълчалив;"reserved or uncommunicative in speech; saying little.";When it was the turn of Taci to speak, she was always quiet and taciturn.
relentless;безпощаден;continuing in a determined way without any interruption;We trained relentlessly, brutally and without mercy, so we can fight brutally and without mercy.
relevant;съответните;related to a subject or to something happening or being discussed;The rele of the van has broke down, so we turned down the relevant documents to the car shop.
respectively;съответно;in the same order as first mentioned;George and Kenneth were married in 1980 and 1985, respectively.
rhetoric;ораторство, ефективно говорене или писане;rhetoric is the art of speaking and writing effectively;You can use rhetoric and oratory in order to convince people to user Tor.
secular;нерелигиозен, светски;not having any connection with religion;Secular topics are related to the world, and are completely not related to religion.
sediment;утайка;?solid material, such as dirt or minerals, that falls to the bottom of a liquid;Sediment rocks are formed from the sediments which fall to the bottom.
sedulous;усърден;[sedul-ous]: careful and using a lot of effort;Sitting is ridiculous, Sedul! Get down to it and work in a diligent and sedulous manner.
immaculate;безукорен;perfectly clean or in perfect condition;Immaculate is a rapper with no stains or downsides, because he wasn't a mac or bad person.
simultaneous;едновременен;happening or existing at exactly the same time;Working and studying in a simultaneous manner.
sparse;рядък, разреден;small in number or amount and not dense or close together;Part of the soup was feeling rare and sparse.
spurious;фалшив;[s-puri-ous]: based on false reasoning or information that is not true;I'm furious! These fake cuban cigars are spurious!
subjective;субективен;influenced by or based on personal beliefs or feelings, rather than based on facts;Each person has a personal subjective opinion on the issue.
substance;вещество, материя;a particular kind of matter with uniform properties;To give substance to the stance by adding facts to it.
subversion;покваряване;an attempt to change or weaken a government or to remove it from power by working secretly within it;The subversion of the United States is always in the political agenda of KGB.
subversive;подривен;tending to weaken or destroy an established political system, organization, or authority;The Soviet Union used subversive activity in order to destabilize the Federal government, by claiming by creating half-crafted stories.
sufficient;достатъчен;enough;The judge has gathered a sufficient evidence against Sulfuras in order to get him indicted.
superbly;отлично;[super-bly]: in a way that is extremely good or impressive;SuperB was the top of the class and always earned the highest and excellent marks, flying to the top of excellence superbly.
supine;"бездеен; лега по гръб";If you are supine, you are weak and willing to accept the control of others;He was not doing anything and being supine, because he laid on his back in supine position all day, refusing to eat even soups.
listless;безцелен;tired and weak, and lacking energy or interest;He's listless and has no goals in his goal list.
supplant;измествам;to take the place of (something or someone);"""Sup!"", said the plant and pushed and took the place of the old plan, by supplanting it from its position."
supplements;добавки;"?something that is added to something else in order to improve it or complete it; something extra";"""Sup! Take some of these elements!"" said the buffed elementary guy handing a box of chemical supplements to the athlete."
sycophant;гъзолизец;?praises powerful rich people in a way that is not sincere, in order to get some advantage;"""I am sick of fans of sycophants and psychopaths who kiss asses for money!"" - said Malcolm Turnbull."
synthesize;създавам вещество;to produce a substance by a chemical reaction in plants or animals;The cells created and synthesized the needed ensymes to cope with the stress.
temperance;въздържание;the habit or practice of avoiding extremes of behavior, like not drinking too much alcohol;Even though he had acne, he had held his bad temper under control and did not drink, because the priest taught him of tempereance and refusing to indulge onself.
timorous;боязлив;nervous and without much confidence;"The easily scared and timorous citizens were asked by the brave revolutionaries to choose: ""The Team or us!"""
transient;преходен, временен;"lasting for only a short time; temporary";Their stay on the transportation station was only transient, because they had to move to the next station. This was just a transient stage of their lives.
ubiquitous ??????????;срещан навсякъде;found or existing everywhere;It was ubiquitous and everywhere in the world: after he killed the opposition, then quit and he became ubiquitous.
unadorned ??????;неукрасен;to make something more attractive by putting something on it;They have not adorned the dorm by putting flowers, colorful ornaments and decorations.
undermine;подкопавам;to gradually weaken or destroy someone or something's reputation;They have been digging under the mine in order to make sure it can collapse and subverse and undermine the company's reputation.
underscore;подчертавам;to underline;He underscored the facts in the contract with ____________ via a bold red marker.
untenable;неудържим, несъстоятелен;not able to be supported or defended against criticism, or no longer able to continue;Unless you are a 10, you cannot resist the untennable attack.
venality;подкупност;the state or quality of being venal (= willing to behave dishonestly in exchange for money);The veneric anal disease could have been prevented if it was not operated by a doctor who bought his diploma by exploiting the venality of a venal university teacher.
beget;причинявам, правя;to cause;To create and beget a bouquet full of flowers. Poverty begets hunger, and hunger becomes the getter of crime.
germs;микроби;a very small organism that causes disease;Germany had a lot of microbes and germs, this is why they had to have the best microbiology and medicine in Europe.
veracity;истинност;the quality of being true, honest, or accurate;"""The city of the truth"" believed in the truthfulness and veracity of his words when he said ""Believe in me that I say the truth!""."
vexation;раздразнение;worry or anger;After several failed attempts of delivering the fatal vaccine to the prisoner, the executioner started to swear out of anger and vexation!
zeal;със зъл, енергично;great enthusiasm or interest;In his zeal to get his work finished on time, he made a lot of mistakes.
acerbic ?????????????;критичен, язвителен;spoken or written in a way that is direct, clever, and cruel;A critical and well educated acerbic person with an acerbic character making clever and acerbing remarks.
renegade;изменник, отстъпник;a person who has changed from supporting esp. one political, religious, or national group to supporting another;RENEGADE! NEVER BEEN AFRAID TO SAY WHAT'S ON MY MIND AT, ANY PARTICULAR OR GIVEN TIME OF DAY!
laggard ;бавняр ;someone or something that is very slow;Mexico, long a laggard in financial reform, is at last putting its banks in order.
disdain;"презирам; презрение";dislike of someone or something that you feel does not deserve your interest or respect;I disdain the first day of each month, because that's when I pay the bills!
vigilant;бдителен;?watching carefully to notice signs of danger;Vergil was vigilant and looking at all directions from the top of the tower for his incoming brother.
adroit;сръчен;very skillful and quick in the way you think or move;Unlike Winston, Julia was very adroit with her hands.
histrionic;актьорски, пресилен;showing a lot of emotion in order to persuade others or attract attention;He tried in a theatrical and histrionic manner to convince him why there was not enough money.
lambaste;критикувам силно;His first novel was lambasted by the critics.;The first novel which about lambs eating men was severely lambasted and criticized by the critics.
doleful;тъжен;?very sad;Dolly was sad and doleful: she took the present and SMASHED it to the ground.
palaeontologist;който учи от земните недра;someone who studies fossils as a way of getting information about the history of life on Earth;Palaeontologists learn about the history of Earth by studying layers of earth and fossils.
abase;унижавам;to make yourself seem to be less important or to not deserve respect;Tiger Woods used to abase his opponents by giving them free scores.
abash;засрамвам и сривам;To embarrass or to destroy a person's self confidence;Arcane felt abashed by Dizaster's heavy rhymes and exposures.
abate ??;отслабвам;to become less strong;The storm has started to abate.
abbreviate;съкращавам;to shorten a word or words, or to make something shorter;We had to abbreviate the names of the countries.
abdicate;отказвам се от отговорност;to give up a position as king, or to fail to take responsibility for something:;He abdicated from his responsibilities as a father.
aberrant ????????;анормален, отклоняващ се;[abe-rrant]: wandering away from the usual course of something;Abe's aberrant personality frequently has attracted a lot of rant from the others in the abbey.
aberration;отклонение;a departure from what is normal, usual, or expected, typically one that is unwelcome.;Aberration from social norms.
abet;насъсквам, подбуждам;to help or encourage a person or thing to do something wrong or illegal;Shady lawyers abetted the company’s officers in stealing the funds.
аbeyance ??;в неслучване;a state of not happening or being used at present;Your marriage is in a-bey-ance until your husband is released from prison.
abhor;отвращам се, ненавиждам;to hate something or someone;Tina abhores ab-whores.
abhorence;отвращение, погнуса;;She looked at the pile of dogshit with abhorrence.
abjure ???????;отричам се от;[ab-jure]: to say formally or publicly that you no longer agree with a belief or way of behaving;In from of the jury, the jew abjured his religion and his former way of life.
abolish;премахвам (обичай, закон);to put an end to an organization, rule, or custom:;Abolish slavery, abolish gun laws.
abominable;отвратителен;very bad or unpleasant;The abominable working conditions made the miners sick.
abortive;неуспешен, безплоден;An abortive attempt or plan has to be stopped because it has failed;Hitler has made two abbortive attempts to vanquish Russia.
аbbrasive;изтъркващ;"having a rough surface that will rub off a thin layer of another surface; rude and unkind";His abrasive style puts people off.
abridge;съкращавам (текст);to make a written text shorter;He read an abridged version of The Weathl of Nations. What a waste of time.
abrogate;отменям;to end a law, agreement, or custom formally;The treaty was abrogated in 1929. The construction of the A-Bro-Gate gate was abrogated.
abscond ????;избягвам от;to escape and hide somewhere, esp. because you have stolen something;They have abs-cond-ed with with abs of beer, air conditioner and $1 000 000.
absolute;"върховен; непроменлив";true, right, or the same in all situations and not depending on anything else;The deal, in absolute value, was not very good.
absolve;опрощавам;to officially remove guilt for something wrong that someone has done;Only God can absolve the sins, I can't.
abstain;въздържам се;restrain from doing something, even though you have the full right to do it;Abstain from eaitng meat, abstain from voting.
abstemious;въздържан;not doing things that give you pleasure, especially not eating good food or drinking alcohol;He was sober and abstemious in his foods.
abstinence;въздържание;the act of not doing something, esp. something that gives you pleasure;An abstinence from drinking and smoking.
abstract;теоретичен, нематериален;existing as an idea, feeling, or quality, not as a material object;This debate is becoming too abstract - let's have some hard facts!
abstruse ????????;труден за разбиране;hard to understand;The abstract use of this theory is hard to understand and abstruse.
abysmal;"бездънен; много дълбок";very deep or very bad;This experiment could help a lot of people, or it could be an abysmal failure.
academic;учебен;relating to education;All the candidates had excellent academic credentials.
accede;съгласявам се;to agree to do what people have asked you to do;He graciously acceded to our request.
acclaim;аплодисменти, одобрение;enthusiastic approval and praise;He was acclaimed for inventing the wheel.
accolade;награда, приз;an award or privilege granted as a special honor or as an acknowledgment of merit;"The ""Oscar"" is the highest accolade an actor can receive."
accommodate;"настанявам; комфортирам";to give what is needed to someone;We certainly try to accommodate students with disabilities.
accomplice;съучастник;a person who helps someone else to commit a crime or do something morally wrong;Bonnie was the accomplice of Clyde.
accord;съгласие;a formal agreement, or the condition of agreeing;The officer acted in accord with Florida law.
accretion;струпване (от пластове);a gradual increase or growth by the addition of new layers or parts;The fund was increased by the accretion of new shareholders.
acerbic;хаплив, язвителен;spoken or written in a way that is direct, clever, and cruel;An acerbic person with an acerbic character making acerbing remarks.
